name/season,injury_days_list,injury_days_vector
laszlo-benes_22/23,"[(1, 30), (1, 11)]","[0, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
laszlo-benes_23/24,"[(1, 16)]","[0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
laurent-jans_21/22,"[(1, 59)]","[0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
laurent-jans_23/24,"[(13, 8)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8]"
laurenz-dehl_19/20,"[(3, 217)]","[0, 0, 0, 217, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
laurin-ulrich_22/23,"[(11, 5), (0, 32)]","[32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0]"
lazar-samardzic_20/21,"[(3, 38)]","[0, 0, 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
leandro-barreiro_23/24,"[(1, 16)]","[0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
leart-pacarada_23/24,"[(11, 30), (1, 20)]","[0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 0, 0]"
lee-buchanan_20/21,"[(13, 7)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7]"
lee-buchanan_22/23,"[(11, 3), (11, 5), (11, 4), (3, 7)]","[0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0]"
lennard-maloney_19/20,"[(3, 10)]","[0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
lennard-maloney_20/21,"[(4, 51)]","[0, 0, 0, 0, 51, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
lennard-maloney_23/24,"[(1, 35)]","[0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
lennart-czyborra_19/20,"[(13, 10)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10]"
lennart-czyborra_20/21,"[(5, 12), (3, 8)]","[0, 0, 0, 8, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0]"
lennart-czyborra_21/22,"[(3, 79), (0, 11)]","[11, 0, 0, 79, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
lennart-czyborra_23/24,"[(3, 55)]","[0, 0, 0, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
lennart-moser_20/21,"[(7, 85)]","[0, 0, 0, 0, 0, 0, 0, 85, 0, 0, 0, 0, 0, 0]"
leo-greiml_19/20,"[(1, 7)]","[0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
leo-greiml_20/21,"[(0, 32)]","[32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
leo-greiml_21/22,"[(3, 252)]","[0, 0, 0, 252, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
leo-greiml_22/23,"[(3, 92)]","[0, 0, 0, 92, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
leo-greiml_23/24,"[(3, 301)]","[0, 0, 0, 301, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
leo-oppermann_21/22,"[(11, 3)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0]"
leo-oppermann_23/24,"[(7, 27)]","[0, 0, 0, 0, 0, 0, 0, 27, 0, 0, 0, 0, 0, 0]"
leon-bailey_19/20,"[(1, 14), (1, 23)]","[0, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
leon-bailey_21/22,"[(13, 67)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 67]"
leon-dajaku_19/20,"[(1, 5), (4, 8)]","[0, 5, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
leon-dajaku_20/21,"[(4, 58)]","[0, 0, 0, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
leon-dajaku_23/24,"[(1, 18)]","[0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
leon-goretzka_20/21,"[(1, 42), (1, 7), (8, 7), (1, 14)]","[0, 63, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0]"
leon-goretzka_21/22,"[(11, 7), (0, 105), (11, 3)]","[105, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0]"
leon-goretzka_22/23,"[(13, 5), (3, 38)]","[0, 0, 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5]"
leon-goretzka_23/24,"[(11, 7), (1, 3), (7, 11)]","[0, 3, 0, 0, 0, 0, 0, 11, 0, 0, 0, 7, 0, 0]"
leon-opitz_23/24,"[(4, 105)]","[0, 0, 0, 0, 105, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
leon-reichardt_22/23,"[(9, 47)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 47, 0, 0, 0, 0]"
leon-schaffran_20/21,"[(4, 95)]","[0, 0, 0, 0, 95, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
leon-schaffran_22/23,"[(11, 4)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0]"
leonardo-balerdi_21/22,"[(9, 119)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 119, 0, 0, 0, 0]"
leonardo-balerdi_23/24,"[(13, 5)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5]"
leonardo-bittencourt_19/20,"[(13, 14)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14]"
leonardo-bittencourt_20/21,"[(6, 11), (4, 11)]","[0, 0, 0, 0, 11, 0, 11, 0, 0, 0, 0, 0, 0, 0]"
leonardo-bittencourt_21/22,"[(10, 88)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 88, 0, 0, 0]"
leonardo-bittencourt_22/23,"[(11, 9), (11, 7), (1, 31)]","[0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 0]"
leonardo-bittencourt_23/24,"[(11, 5)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0]"
leonidas-stergiou_20/21,"[(4, 10)]","[0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
leonidas-stergiou_21/22,"[(4, 56)]","[0, 0, 0, 0, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
leonidas-stergiou_23/24,"[(11, 7)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0]"
leopold-zingerle_21/22,"[(7, 86), (10, 18)]","[0, 0, 0, 0, 0, 0, 0, 86, 0, 0, 18, 0, 0, 0]"
leroy-sane_19/20,"[(3, 217)]","[0, 0, 0, 217, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
leroy-sane_20/21,"[(6, 24)]","[0, 0, 0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 0, 0]"
leroy-sane_22/23,"[(3, 1), (1, 17)]","[0, 17, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
leroy-sane_23/24,"[(11, 11), (0, 11), (0, 4), (3, 6)]","[15, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0]"
levent-mercan_20/21,"[(3, 36)]","[0, 0, 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
levin-oztunali_20/21,"[(13, 35)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35]"
levin-oztunali_21/22,"[(13, 10)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10]"
lewis-baker_23/24,"[(3, 119)]","[0, 0, 0, 119, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
liam-morrison_22/23,"[(10, 92)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 92, 0, 0, 0]"
lilian-egloff_20/21,"[(4, 289), (10, 49)]","[0, 0, 0, 0, 289, 0, 0, 0, 0, 0, 49, 0, 0, 0]"
lilian-egloff_21/22,"[(5, 28), (11, 30)]","[0, 0, 0, 0, 0, 28, 0, 0, 0, 0, 0, 30, 0, 0]"
lilian-egloff_23/24,"[(1, 49), (11, 10), (3, 64)]","[0, 49, 0, 64, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0]"
lino-kasten_21/22,"[(10, 36)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 0, 0, 0]"
lino-tempelmann_19/20,"[(3, 31)]","[0, 0, 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
lino-tempelmann_20/21,"[(10, 14), (1, 88)]","[0, 88, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0]"
lino-tempelmann_22/23,"[(1, 3), (4, 21)]","[0, 3, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
linton-maina_19/20,"[(0, 32), (13, 81)]","[32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 81]"
linton-maina_20/21,"[(3, 87), (3, 28), (1, 25)]","[0, 25, 0, 115, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
linton-maina_23/24,"[(11, 4), (5, 10), (11, 3), (5, 51)]","[0, 0, 0, 0, 0, 61, 0, 0, 0, 0, 0, 7, 0, 0]"
linus-gechter_21/22,"[(1, 28)]","[0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
linus-gechter_22/23,"[(11, 5), (2, 5)]","[0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0]"
linus-gechter_23/24,"[(11, 7), (0, 12), (13, 30)]","[12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 30]"
lion-semic_21/22,"[(1, 88)]","[0, 88, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
loris-karius_19/20,"[(13, 14)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14]"
loris-karius_20/21,"[(4, 15)]","[0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
louis-lord_21/22,"[(9, 180)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 180, 0, 0, 0, 0]"
louis-schaub_20/21,"[(1, 14)]","[0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
lovro-majer_21/22,"[(13, 7), (0, 26)]","[26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7]"
lovro-majer_22/23,"[(11, 2), (2, 10)]","[0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0]"
luc-ihorst_20/21,"[(0, 101), (0, 22)]","[123, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
luc-ihorst_21/22,"[(1, 56), (0, 32), (1, 44), (1, 33)]","[32, 133, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
luc-ihorst_22/23,"[(0, 150), (1, 33)]","[150, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
luc-ihorst_23/24,"[(11, 4), (1, 21), (11, 98)]","[0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 102, 0, 0]"
luca-horn_20/21,"[(13, 45)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 45]"
luca-itter_20/21,"[(1, 67)]","[0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
luca-itter_21/22,"[(11, 7), (13, 14), (10, 6)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 7, 0, 14]"
luca-itter_22/23,"[(11, 2), (11, 5), (13, 32), (10, 18)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 7, 0, 32]"
luca-itter_23/24,"[(0, 51), (0, 99), (1, 3), (5, 14)]","[150, 3, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0]"
luca-kilian_19/20,"[(13, 38), (1, 39)]","[0, 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38]"
luca-kilian_20/21,"[(13, 49)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 49]"
luca-kilian_22/23,"[(1, 63), (4, 5)]","[0, 63, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
luca-kilian_23/24,"[(3, 93), (11, 8)]","[0, 0, 0, 93, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0]"
luca-mack_19/20,"[(4, 137)]","[0, 0, 0, 0, 137, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
luca-netz_19/20,"[(4, 92)]","[0, 0, 0, 0, 92, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
luca-netz_20/21,"[(4, 97)]","[0, 0, 0, 0, 97, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
luca-netz_21/22,"[(1, 24)]","[0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
luca-netz_22/23,"[(13, 5)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5]"
luca-netz_23/24,"[(11, 7), (11, 2), (13, 27)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 27]"
luca-pellegrini_20/21,"[(13, 98), (13, 49)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 147]"
luca-pellegrini_21/22,"[(4, 10), (3, 4)]","[0, 0, 0, 4, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
luca-pellegrini_22/23,"[(8, 11), (9, 7), (13, 11), (13, 4)]","[0, 0, 0, 0, 0, 0, 0, 0, 11, 7, 0, 0, 0, 15]"
luca-pellegrini_23/24,"[(4, 8), (4, 19), (1, 4), (3, 3)]","[0, 4, 0, 3, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
luca-pfeiffer_23/24,"[(4, 3)]","[0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
luca-philipp_22/23,"[(7, 52)]","[0, 0, 0, 0, 0, 0, 0, 52, 0, 0, 0, 0, 0, 0]"
luca-plogmann_20/21,"[(3, 212)]","[0, 0, 0, 212, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
luca-plogmann_21/22,"[(2, 41)]","[0, 0, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
luca-plogmann_23/24,"[(0, 15)]","[15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
luca-raimund_23/24,"[(2, 18), (11, 13)]","[0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0]"
luca-schuler_20/21,"[(4, 31)]","[0, 0, 0, 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
luca-schuler_21/22,"[(10, 61), (3, 26)]","[0, 0, 0, 26, 0, 0, 0, 0, 0, 0, 61, 0, 0, 0]"
luca-schuler_22/23,"[(6, 192)]","[0, 0, 0, 0, 0, 0, 192, 0, 0, 0, 0, 0, 0, 0]"
luca-schuler_23/24,"[(1, 3), (1, 41)]","[0, 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
luca-unbehaun_21/22,"[(7, 84), (10, 17)]","[0, 0, 0, 0, 0, 0, 0, 84, 0, 0, 17, 0, 0, 0]"
luca-unbehaun_22/23,"[(5, 25)]","[0, 0, 0, 0, 0, 25, 0, 0, 0, 0, 0, 0, 0, 0]"
luca-unbehaun_23/24,"[(1, 7), (2, 8)]","[0, 7, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
luca-waldschmidt_19/20,"[(13, 7), (3, 47), (4, 9)]","[0, 0, 0, 47, 9, 0, 0, 0, 0, 0, 0, 0, 0, 7]"
luca-waldschmidt_20/21,"[(11, 5), (4, 13)]","[0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 5, 0, 0]"
luca-waldschmidt_21/22,"[(4, 101), (13, 28), (2, 6)]","[0, 0, 6, 0, 101, 0, 0, 0, 0, 0, 0, 0, 0, 28]"
luca-waldschmidt_23/24,"[(8, 6), (11, 25), (8, 47), (11, 11)]","[0, 0, 0, 0, 0, 0, 0, 0, 53, 0, 0, 36, 0, 0]"
lucas-alario_20/21,"[(13, 80), (3, 12)]","[0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 80]"
lucas-alario_21/22,"[(1, 4), (13, 34)]","[0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34]"
lucas-alario_22/23,"[(3, 120), (3, 48)]","[0, 0, 0, 168, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
lucas-alario_23/24,"[(5, 6)]","[0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0]"
lucas-copado_21/22,"[(7, 38)]","[0, 0, 0, 0, 0, 0, 0, 38, 0, 0, 0, 0, 0, 0]"
lucas-copado_22/23,"[(4, 71)]","[0, 0, 0, 0, 71, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
lucas-hernandez_19/20,"[(1, 3), (11, 14), (10, 88), (3, 10)]","[0, 3, 0, 10, 0, 0, 0, 0, 0, 0, 88, 14, 0, 0]"
lucas-hernandez_20/21,"[(5, 4), (13, 4)]","[0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 4]"
lucas-hernandez_21/22,"[(1, 4), (1, 7), (13, 4), (3, 63)]","[0, 11, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4]"
lucas-hernandez_22/23,"[(3, 219), (1, 47)]","[0, 47, 0, 219, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
lucas-hernandez_23/24,"[(3, 214)]","[0, 0, 0, 214, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
lucas-holer_22/23,"[(4, 80)]","[0, 0, 0, 0, 80, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
lucas-holer_23/24,"[(11, 7)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0]"
lucas-laux_23/24,"[(3, 284)]","[0, 0, 0, 284, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
lucas-ribeiro_22/23,"[(3, 267)]","[0, 0, 0, 267, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
lucas-torro_19/20,"[(11, 30), (3, 76), (1, 16)]","[0, 16, 0, 76, 0, 0, 0, 0, 0, 0, 0, 30, 0, 0]"
lucas-torro_20/21,"[(13, 10), (1, 17)]","[0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10]"
lucas-torro_22/23,"[(13, 17)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17]"
lucas-tousart_20/21,"[(3, 7)]","[0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
lucas-tousart_23/24,"[(13, 44)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 44]"
ludovic-ajorque_23/24,"[(1, 16)]","[0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
ludwig-augustinsson_19/20,"[(1, 10), (1, 60), (3, 85), (3, 30)]","[0, 70, 0, 115, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
ludwig-augustinsson_20/21,"[(1, 3), (13, 9), (5, 12), (1, 14), (13, 26)]","[0, 17, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 35]"
ludwig-augustinsson_22/23,"[(13, 29)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29]"
ludwig-augustinsson_23/24,"[(1, 21), (11, 3)]","[0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0]"
luis-hartwig_21/22,"[(13, 97)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 97]"
luis-hartwig_23/24,"[(6, 85)]","[0, 0, 0, 0, 0, 0, 85, 0, 0, 0, 0, 0, 0, 0]"
luka-jovic_20/21,"[(1, 7), (13, 10), (1, 3)]","[0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10]"
luka-jovic_21/22,"[(2, 18), (4, 11), (1, 7)]","[0, 7, 18, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
luka-jovic_23/24,"[(1, 11), (13, 3)]","[0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3]"
lukas-ambros_23/24,"[(11, 10), (1, 10)]","[0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0]"
lukas-daschner_21/22,"[(3, 163)]","[0, 0, 0, 163, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
lukas-hradecky_20/21,"[(4, 45)]","[0, 0, 0, 0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
lukas-klostermann_19/20,"[(3, 4)]","[0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
lukas-klostermann_20/21,"[(1, 39), (3, 63)]","[0, 39, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
lukas-klostermann_21/22,"[(13, 14), (1, 25)]","[0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14]"
lukas-klostermann_22/23,"[(1, 45), (10, 90)]","[0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 90, 0, 0, 0]"
lukas-klostermann_23/24,"[(13, 40), (11, 7)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 40]"
lukas-klunter_20/21,"[(0, 8)]","[8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
lukas-klunter_21/22,"[(9, 106)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 106, 0, 0, 0, 0]"
lukas-klunter_22/23,"[(1, 11), (1, 31)]","[0, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
lukas-kubler_19/20,"[(11, 25), (3, 199)]","[0, 0, 0, 199, 0, 0, 0, 0, 0, 0, 0, 25, 0, 0]"
lukas-kubler_21/22,"[(1, 14)]","[0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
lukas-kubler_22/23,"[(11, 5), (1, 31)]","[0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0]"
lukas-kubler_23/24,"[(4, 26)]","[0, 0, 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
lukas-mai_19/20,"[(4, 22), (3, 13)]","[0, 0, 0, 13, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
lukas-mai_20/21,"[(13, 33)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33]"
lukas-mai_21/22,"[(3, 3), (13, 11)]","[0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11]"
lukas-mai_22/23,"[(1, 140)]","[0, 140, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
lukas-nmecha_19/20,"[(2, 7)]","[0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
lukas-nmecha_21/22,"[(4, 74), (13, 7)]","[0, 0, 0, 0, 74, 0, 0, 0, 0, 0, 0, 0, 0, 7]"
lukas-nmecha_22/23,"[(3, 77), (3, 84), (3, 12)]","[0, 0, 0, 173, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
lukas-nmecha_23/24,"[(13, 53), (11, 44), (3, 139)]","[0, 0, 0, 139, 0, 0, 0, 0, 0, 0, 0, 44, 0, 53]"
lukas-petkov_22/23,"[(1, 49)]","[0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
lukas-petkov_23/24,"[(11, 3)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0]"
lukas-rupp_23/24,"[(3, 77)]","[0, 0, 0, 77, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
lukas-schneller_21/22,"[(13, 434), (4, 43)]","[0, 0, 0, 0, 43, 0, 0, 0, 0, 0, 0, 0, 0, 434]"
lukas-ullrich_22/23,"[(7, 10)]","[0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0]"
lukas-ullrich_23/24,"[(11, 14), (9, 69)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 69, 0, 14, 0, 0]"
lukasz-piszczek_19/20,"[(1, 11), (1, 6)]","[0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
lukasz-piszczek_20/21,"[(1, 10), (1, 5), (5, 9)]","[0, 15, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0]"
lys-mousset_19/20,"[(1, 7), (13, 7)]","[0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7]"
lys-mousset_20/21,"[(1, 17), (4, 4), (4, 14), (4, 81)]","[0, 17, 0, 0, 99, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
lys-mousset_21/22,"[(1, 21), (10, 46), (1, 53)]","[0, 74, 0, 0, 0, 0, 0, 0, 0, 0, 46, 0, 0, 0]"
lys-mousset_22/23,"[(4, 163), (13, 21), (11, 4), (1, 14)]","[0, 14, 0, 0, 163, 0, 0, 0, 0, 0, 0, 4, 0, 21]"
mads-bidstrup_23/24,"[(9, 7), (11, 2), (7, 3)]","[0, 0, 0, 0, 0, 0, 0, 3, 0, 7, 0, 2, 0, 0]"
mads-pedersen_19/20,"[(1, 10)]","[0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
mads-pedersen_20/21,"[(13, 10), (1, 39)]","[0, 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10]"
mads-pedersen_22/23,"[(1, 3)]","[0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
mads-pedersen_23/24,"[(4, 10)]","[0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
maduka-okoye_21/22,"[(9, 18)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 0]"
maduka-okoye_22/23,"[(9, 44)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 44, 0, 0, 0, 0]"
mahmoud-dahoud_19/20,"[(3, 32)]","[0, 0, 0, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
mahmoud-dahoud_20/21,"[(1, 3), (11, 3)]","[0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0]"
mahmoud-dahoud_21/22,"[(9, 84), (5, 3), (3, 49)]","[0, 0, 0, 49, 0, 3, 0, 0, 0, 84, 0, 0, 0, 0]"
mahmoud-dahoud_22/23,"[(9, 98)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 98, 0, 0, 0, 0]"
makoto-hasebe_19/20,"[(3, 7), (11, 7), (2, 18)]","[0, 0, 18, 7, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0]"
makoto-hasebe_21/22,"[(11, 7), (1, 11)]","[0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0]"
makoto-hasebe_22/23,"[(3, 79), (11, 4)]","[0, 0, 0, 79, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0]"
