name/season,shots,top-speed,duels-won,aerial-duels-won,crosses,fouls,distance,sprints,intensive-runs,injury_days_list,injury_days_vector
ellyes-skhiri_2022/2023,32.0,32.37,313.0,48.0,11.0,34.0,393.6,617.0,2434.0,"[(2, 3)]","[0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
ellyes-skhiri_2023/2024,17.0,31.35,221.0,32.0,2.0,13.0,306.7,385.0,1867.0,"[(8, 4), (5, 10), (5, 7), (13, 14)]","[0, 0, 0, 0, 0, 17, 0, 0, 4, 0, 0, 0, 0, 14]"
elvis-rexhbecaj_2020/2021,29.0,31.69,228.0,19.0,19.0,22.0,248.7,370.0,1552.0,"[(8, 12)]","[0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0]"
elvis-rexhbecaj_2022/2023,15.0,32.88,243.0,46.0,8.0,27.0,316.5,320.0,1547.0,"[(1, 14)]","[0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
elvis-rexhbecaj_2023/2024,29.0,31.7,189.0,34.0,11.0,18.0,258.6,347.0,1462.0,"[(4, 90)]","[0, 0, 0, 0, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
emil-forsberg_2019/2020,26.0,33.01,129.0,8.0,5.0,10.0,149.5,238.0,944.0,"[(1, 3)]","[0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
emil-forsberg_2020/2021,34.0,32.84,137.0,8.0,3.0,12.0,190.9,371.0,1257.0,"[(3, 28)]","[0, 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
emil-forsberg_2021/2022,43.0,33.16,159.0,11.0,9.0,11.0,207.1,318.0,1148.0,"[(13, 43)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 43]"
emre-can_2019/2020,15.0,34.04,138.0,19.0,2.0,13.0,110.7,169.0,525.0,"[(1, 12)]","[0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
emre-can_2020/2021,16.0,32.96,308.0,58.0,5.0,34.0,63.1,104.0,307.0,"[(1, 3)]","[0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
emre-can_2021/2022,10.0,35.96,234.0,46.0,2.0,31.0,198.8,364.0,1050.0,"[(1, 24), (1, 21), (1, 36), (8, 22)]","[0, 81, 0, 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 0]"
emre-can_2023/2024,17.0,35.15,251.0,42.0,2.0,26.0,237.8,384.0,1220.0,"[(1, 6), (1, 28)]","[0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
enzo-millot_2022/2023,17.0,33.21,144.0,7.0,12.0,16.0,119.4,291.0,906.0,"[(13, 14)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14]"
enzo-millot_2023/2024,39.0,33.85,250.0,6.0,23.0,35.0,284.3,530.0,1784.0,"[(3, 6), (8, 5)]","[0, 0, 0, 6, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0]"
eren-dinkci_2022/2023,4.0,35.09,30.0,4.0,5.0,5.0,37.1,127.0,280.0,"[(4, 9), (11, 3), (1, 10), (11, 14), (1, 14), (1, 21)]","[0, 45, 0, 0, 9, 0, 0, 0, 0, 0, 0, 17, 0, 0]"
erhan-masovic_2022/2023,16.0,33.74,199.0,56.0,1.0,22.0,244.4,358.0,1236.0,"[(13, 17)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17]"
eric-martel_2022/2023,27.0,32.04,288.0,70.0,16.0,37.0,279.1,524.0,1919.0,"[(7, 3)]","[0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0]"
eric-martel_2023/2024,25.0,32.51,340.0,93.0,13.0,56.0,330.8,454.0,1846.0,"[(4, 19)]","[0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
eric-maxim-choupo-moting_2020/2021,23.0,33.01,115.0,19.0,2.0,5.0,95.2,199.0,632.0,"[(5, 10)]","[0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0]"
eric-maxim-choupo-moting_2021/2022,16.0,31.3,74.0,15.0,3.0,8.0,46.4,109.0,296.0,"[(11, 25), (1, 10)]","[0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 0, 0]"
eric-maxim-choupo-moting_2022/2023,31.0,33.35,141.0,16.0,3.0,4.0,123.5,241.0,752.0,"[(3, 35), (3, 9), (5, 20), (0, 25)]","[25, 0, 0, 44, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0]"
eric-maxim-choupo-moting_2023/2024,25.0,33.78,113.0,18.0,7.0,10.0,88.6,168.0,491.0,"[(11, 5), (11, 6)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0]"
erik-durm_2020/2021,21.0,32.65,144.0,20.0,40.0,8.0,192.1,613.0,1630.0,"[(0, 21), (1, 4), (10, 7), (9, 7)]","[21, 4, 0, 0, 0, 0, 0, 0, 0, 7, 7, 0, 0, 0]"
erik-durm_2021/2022,1.0,31.92,46.0,5.0,11.0,2.0,57.6,175.0,424.0,"[(11, 8), (2, 14)]","[0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0]"
erik-thommy_2020/2021,12.0,32.3,39.0,6.0,6.0,4.0,43.9,125.0,370.0,"[(0, 15), (11, 9), (7, 134)]","[15, 0, 0, 0, 0, 0, 0, 134, 0, 0, 0, 9, 0, 0]"
erling-haaland_2019/2020,34.0,34.07,83.0,20.0,3.0,10.0,126.0,285.0,841.0,"[(3, 11)]","[0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
erling-haaland_2020/2021,94.0,36.04,219.0,49.0,3.0,18.0,77.6,214.0,519.0,"[(1, 4), (1, 4), (1, 28), (3, 4)]","[0, 36, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
erling-haaland_2021/2022,81.0,36.3,173.0,47.0,7.0,17.0,212.4,568.0,1383.0,"[(11, 0), (1, 42), (0, 35), (1, 18)]","[35, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
ermedin-demirovic_2022/2023,60.0,33.23,293.0,90.0,14.0,45.0,279.4,825.0,1898.0,"[(10, 19)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 0, 0, 0]"
evan-ndicka_2020/2021,17.0,34.19,248.0,69.0,10.0,32.0,240.1,511.0,1395.0,"[(1, 3), (10, 36)]","[0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 36, 0, 0, 0]"
evan-ndicka_2021/2022,22.0,34.53,353.0,131.0,6.0,43.0,343.0,644.0,1898.0,"[(10, 15)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 0]"
evan-ndicka_2022/2023,16.0,34.37,280.0,87.0,1.0,30.0,319.5,531.0,1714.0,"[(1, 18)]","[0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
exequiel-palacios_2020/2021,2.0,30.32,89.0,2.0,1.0,7.0,88.3,180.0,702.0,"[(13, 18), (5, 70), (11, 3)]","[0, 0, 0, 0, 0, 70, 0, 0, 0, 0, 0, 3, 0, 18]"
exequiel-palacios_2021/2022,9.0,32.11,127.0,8.0,3.0,11.0,147.0,285.0,1061.0,"[(5, 38), (4, 18)]","[0, 0, 0, 0, 18, 38, 0, 0, 0, 0, 0, 0, 0, 0]"
exequiel-palacios_2022/2023,19.0,32.33,208.0,16.0,2.0,21.0,213.5,381.0,1466.0,"[(1, 23), (13, 49)]","[0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 49]"
exequiel-palacios_2023/2024,21.0,32.86,218.0,10.0,4.0,18.0,235.4,418.0,1351.0,"[(1, 3), (1, 37), (11, 2), (3, 2)]","[0, 40, 0, 2, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0]"
fabian-holland_2023/2024,11.0,31.27,171.0,17.0,11.0,34.0,213.1,215.0,1058.0,"[(3, 33)]","[0, 0, 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
fabian-klos_2021/2022,38.0,32.17,241.0,136.0,17.0,29.0,165.3,409.0,1143.0,"[(2, 84)]","[0, 0, 84, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
fabian-kunze_2021/2022,10.0,30.4,181.0,51.0,6.0,35.0,161.6,219.0,885.0,"[(11, 1), (9, 9)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 1, 0, 0]"
fabian-nurnberger_2023/2024,20.0,33.77,144.0,14.0,33.0,17.0,183.9,413.0,1218.0,"[(9, 6), (4, 48), (4, 42)]","[0, 0, 0, 0, 90, 0, 0, 0, 0, 6, 0, 0, 0, 0]"
fabio-torsiello_2023/2024,4.0,33.35,6.0,1.0,2.0,2.0,23.5,66.0,193.0,"[(13, 79)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 79]"
faride-alidou_2023/2024,32.0,33.92,143.0,20.0,36.0,20.0,159.8,480.0,1239.0,"[(11, 6)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0]"
felix-agu_2022/2023,1.0,29.95,7.0,1.0,1.0,3.0,6.5,15.0,50.0,"[(11, 20), (3, 161)]","[0, 0, 0, 161, 0, 0, 0, 0, 0, 0, 0, 20, 0, 0]"
felix-klaus_2019/2020,18.0,33.13,84.0,15.0,14.0,11.0,102.7,242.0,817.0,"[(13, 4)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4]"
felix-klaus_2020/2021,1.0,32.02,20.0,4.0,3.0,1.0,43.2,81.0,327.0,"[(13, 19)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19]"
felix-kroos_2019/2020,5.0,33.14,44.0,2.0,1.0,12.0,54.2,58.0,312.0,"[(1, 6), (11, 6), (5, 4)]","[0, 6, 0, 0, 0, 4, 0, 0, 0, 0, 0, 6, 0, 0]"
felix-nmecha_2021/2022,8.0,32.6,55.0,13.0,3.0,7.0,43.3,116.0,352.0,"[(11, 10)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0]"
felix-nmecha_2022/2023,37.0,34.67,266.0,58.0,5.0,26.0,233.6,550.0,1774.0,"[(13, 9)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9]"
felix-nmecha_2023/2024,23.0,34.73,133.0,24.0,1.0,9.0,133.9,297.0,888.0,"[(11, 7), (0, 106), (1, 2), (4, 9)]","[106, 2, 0, 0, 9, 0, 0, 0, 0, 0, 0, 7, 0, 0]"
felix-passlack_2020/2021,5.0,32.39,47.0,1.0,3.0,4.0,56.5,176.0,470.0,"[(1, 7)]","[0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
felix-passlack_2021/2022,3.0,32.13,54.0,5.0,10.0,5.0,60.3,144.0,435.0,"[(1, 28)]","[0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
felix-uduokhai_2020/2021,13.0,32.73,328.0,122.0,4.0,23.0,317.1,493.0,1841.0,"[(4, 66)]","[0, 0, 0, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
felix-uduokhai_2021/2022,1.0,33.48,82.0,30.0,4.0,6.0,91.0,217.0,576.0,"[(13, 18), (1, 98)]","[0, 98, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18]"
felix-uduokhai_2022/2023,2.0,32.72,184.0,62.0,1.0,21.0,174.7,341.0,1218.0,"[(13, 40), (10, 63)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 63, 0, 0, 40]"
filip-kostic_2019/2020,86.0,34.79,385.0,21.0,209.0,30.0,338.0,962.0,2321.0,"[(3, 3), (11, 4)]","[0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0]"
filip-kostic_2020/2021,53.0,34.9,295.0,24.0,213.0,20.0,315.1,940.0,2375.0,"[(10, 38)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 0, 0, 0]"
filip-kostic_2021/2022,55.0,33.89,236.0,15.0,186.0,14.0,297.7,802.0,2047.0,"[(4, 4)]","[0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
fin-bartels_2019/2020,7.0,32.23,34.0,3.0,10.0,7.0,46.0,97.0,324.0,"[(13, 25), (1, 11), (3, 129)]","[0, 11, 0, 129, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25]"
fisnik-asllani_2022/2023,8.0,32.14,22.0,7.0,1.0,2.0,26.1,61.0,205.0,"[(4, 11)]","[0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
florian-dietz_2022/2023,16.0,32.51,54.0,22.0,4.0,11.0,48.7,90.0,297.0,"[(11, 72), (3, 169), (1, 4)]","[0, 4, 0, 169, 0, 0, 0, 0, 0, 0, 0, 72, 0, 0]"
florian-flick_2022/2023,2.0,31.93,56.0,20.0,1.0,6.0,66.4,113.0,430.0,"[(4, 36)]","[0, 0, 0, 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
florian-grillitsch_2019/2020,17.0,31.91,307.0,43.0,6.0,23.0,307.7,336.0,1390.0,"[(13, 7), (10, 17), (8, 10)]","[0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 17, 0, 0, 7]"
florian-grillitsch_2020/2021,20.0,33.57,238.0,41.0,7.0,30.0,226.1,323.0,1198.0,"[(5, 38), (11, 0)]","[0, 0, 0, 0, 0, 38, 0, 0, 0, 0, 0, 0, 0, 0]"
florian-grillitsch_2021/2022,8.0,33.02,165.0,35.0,7.0,13.0,180.3,288.0,936.0,"[(1, 54), (13, 9)]","[0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9]"
florian-grillitsch_2023/2024,21.0,33.07,239.0,46.0,6.0,26.0,284.6,351.0,1387.0,"[(13, 23), (13, 4)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27]"
florian-hubner_2019/2020,5.0,31.05,89.0,40.0,1.0,15.0,100.4,91.0,417.0,"[(4, 11), (6, 92)]","[0, 0, 0, 0, 11, 0, 92, 0, 0, 0, 0, 0, 0, 0]"
florian-hubner_2020/2021,3.0,30.11,64.0,29.0,1.0,9.0,56.4,58.0,302.0,"[(1, 21), (11, 6), (13, 13), (13, 3)]","[0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 16]"
florian-kainz_2019/2020,44.0,31.59,159.0,12.0,80.0,15.0,194.1,449.0,1375.0,"[(4, 24)]","[0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
florian-kainz_2020/2021,9.0,31.82,47.0,4.0,14.0,4.0,54.2,122.0,365.0,"[(3, 203)]","[0, 0, 0, 203, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
florian-kainz_2022/2023,56.0,32.4,233.0,16.0,77.0,30.0,292.6,638.0,2074.0,"[(11, 4)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0]"
florian-kruger_2021/2022,18.0,34.43,88.0,19.0,19.0,8.0,147.1,325.0,1164.0,"[(11, 19)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 0, 0]"
florian-neuhaus_2022/2023,27.0,32.89,119.0,6.0,4.0,9.0,179.3,215.0,1034.0,"[(3, 91)]","[0, 0, 0, 91, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
florian-neuhaus_2023/2024,39.0,32.98,112.0,8.0,6.0,7.0,154.4,173.0,808.0,"[(1, 3), (4, 5), (1, 6), (1, 12)]","[0, 21, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
florian-niederlechner_2020/2021,45.0,31.39,170.0,32.0,4.0,17.0,227.6,488.0,1520.0,"[(5, 12), (5, 7)]","[0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0]"
florian-niederlechner_2021/2022,30.0,32.59,114.0,26.0,2.0,13.0,146.5,318.0,989.0,"[(4, 26), (4, 17), (0, 23)]","[23, 0, 0, 0, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
florian-niederlechner_2022/2023,47.0,33.35,197.0,51.0,5.0,17.0,217.9,448.0,1410.0,"[(1, 15)]","[0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
florian-wirtz_2020/2021,31.0,32.72,286.0,10.0,13.0,25.0,304.5,689.0,2235.0,"[(13, 7), (3, 14), (11, 0), (5, 4)]","[0, 0, 0, 14, 0, 4, 0, 0, 0, 0, 0, 0, 0, 7]"
florian-wirtz_2021/2022,36.0,35.2,240.0,8.0,18.0,16.0,239.9,684.0,1830.0,"[(3, 265), (0, 14), (13, 14)]","[14, 0, 0, 265, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14]"
florian-wirtz_2022/2023,8.0,33.08,161.0,3.0,6.0,12.0,146.4,401.0,1107.0,"[(11, 2), (1, 4)]","[0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0]"
florian-wirtz_2023/2024,70.0,34.61,327.0,11.0,20.0,16.0,325.7,886.0,2459.0,"[(1, 7), (1, 4), (1, 2), (1, 8)]","[0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
franck-honorat_2023/2024,29.0,34.51,158.0,19.0,99.0,9.0,292.3,844.0,2041.0,"[(8, 7), (10, 12), (11, 7)]","[0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 12, 7, 0, 0]"
fraser-hornby_2023/2024,11.0,32.66,18.0,10.0,4.0,5.0,29.0,68.0,178.0,"[(4, 220), (1, 10)]","[0, 10, 0, 0, 220, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
fredrik-jensen_2020/2021,5.0,32.81,43.0,3.0,4.0,4.0,56.5,158.0,491.0,"[(4, 10), (13, 63), (4, 80)]","[0, 0, 0, 0, 90, 0, 0, 0, 0, 0, 0, 0, 0, 63]"
fredrik-jensen_2021/2022,6.0,32.15,33.0,6.0,10.0,2.0,57.4,168.0,437.0,"[(8, 84), (11, 25)]","[0, 0, 0, 0, 0, 0, 0, 0, 84, 0, 0, 25, 0, 0]"
fredrik-jensen_2022/2023,12.0,34.08,90.0,31.0,12.0,15.0,120.1,304.0,868.0,"[(4, 95), (4, 11), (1, 3), (2, 7)]","[0, 3, 7, 0, 106, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
fredrik-jensen_2023/2024,15.0,32.83,106.0,23.0,32.0,13.0,176.9,505.0,1385.0,"[(8, 47), (11, 5)]","[0, 0, 0, 0, 0, 0, 0, 0, 47, 0, 0, 5, 0, 0]"
georginio-rutter_2021/2022,50.0,34.05,252.0,47.0,16.0,36.0,193.8,563.0,1420.0,"[(9, 49)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 49, 0, 0, 0, 0]"
gerrit-holtmann_2021/2022,47.0,35.17,172.0,6.0,53.0,22.0,196.4,643.0,1340.0,"[(1, 4), (0, 14)]","[14, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
gerrit-holtmann_2022/2023,30.0,34.97,114.0,18.0,43.0,7.0,103.8,341.0,761.0,"[(3, 21), (11, 3), (0, 3), (3, 7)]","[3, 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0]"
gerrit-holtmann_2023/2024,14.0,33.75,49.0,9.0,9.0,8.0,47.4,127.0,332.0,"[(5, 2)]","[0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0]"
giovanni-reyna_2020/2021,38.0,32.57,288.0,21.0,14.0,27.0,64.9,152.0,413.0,"[(1, 7)]","[0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
giovanni-reyna_2021/2022,12.0,33.88,66.0,5.0,3.0,7.0,56.1,88.0,349.0,"[(1, 80), (13, 14), (11, 7), (11, 56), (1, 84)]","[0, 164, 0, 0, 0, 0, 0, 0, 0, 0, 0, 63, 0, 14]"
giovanni-reyna_2022/2023,25.0,32.06,85.0,8.0,4.0,7.0,82.0,148.0,544.0,"[(8, 89), (1, 10), (1, 7), (11, 28)]","[0, 17, 0, 0, 0, 0, 0, 0, 89, 0, 0, 28, 0, 0]"
giovanni-reyna_2023/2024,9.0,30.36,49.0,3.0,6.0,2.0,41.6,68.0,255.0,"[(11, 2)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0]"
goncalo-paciencia_2019/2020,51.0,31.84,188.0,45.0,24.0,26.0,150.1,256.0,870.0,"[(11, 10), (1, 38), (1, 4)]","[0, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0]"
goncalo-paciencia_2020/2021,21.0,30.94,115.0,24.0,10.0,16.0,87.9,161.0,529.0,"[(3, 128)]","[0, 0, 0, 128, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
goncalo-paciencia_2021/2022,29.0,29.84,85.0,17.0,6.0,8.0,67.9,97.0,432.0,"[(1, 7), (1, 30)]","[0, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
goncalo-paciencia_2023/2024,38.0,31.76,121.0,26.0,4.0,7.0,84.0,103.0,485.0,"[(8, 28)]","[0, 0, 0, 0, 0, 0, 0, 0, 28, 0, 0, 0, 0, 0]"
gonzalo-castro_2020/2021,29.0,33.15,171.0,17.0,14.0,13.0,221.1,341.0,1304.0,"[(13, 14), (1, 4), (1, 14)]","[0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14]"
gonzalo-castro_2021/2022,8.0,30.96,31.0,4.0,4.0,7.0,58.0,90.0,365.0,"[(1, 49)]","[0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
grischa-promel_2019/2020,10.0,32.15,107.0,17.0,1.0,21.0,128.0,201.0,776.0,"[(11, 14), (3, 140)]","[0, 0, 0, 140, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0]"
grischa-promel_2020/2021,19.0,33.19,238.0,34.0,7.0,28.0,252.6,396.0,1773.0,"[(1, 28), (1, 7)]","[0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
grischa-promel_2021/2022,35.0,32.57,259.0,42.0,6.0,36.0,335.7,645.0,2385.0,"[(0, 91)]","[91, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
grischa-promel_2022/2023,24.0,32.97,137.0,27.0,4.0,29.0,202.6,429.0,1398.0,"[(4, 150)]","[0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
grischa-promel_2023/2024,25.0,32.36,167.0,19.0,8.0,32.0,306.3,470.0,2063.0,"[(10, 30)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 0, 0, 0]"
guido-burgstaller_2019/2020,34.0,32.19,138.0,36.0,8.0,19.0,159.8,413.0,1281.0,"[(3, 55)]","[0, 0, 0, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
guus-til_2020/2021,1.0,32.95,13.0,2.0,3.0,5.0,18.0,54.0,161.0,"[(10, 45)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 45, 0, 0, 0]"
hannes-wolf_2020/2021,17.0,33.58,208.0,19.0,5.0,35.0,181.3,464.0,1459.0,"[(11, 3)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0]"
hannes-wolf_2021/2022,6.0,32.29,53.0,1.0,2.0,9.0,39.3,107.0,288.0,"[(5, 3), (13, 7)]","[0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 7]"
hannes-wolf_2022/2023,8.0,33.24,64.0,4.0,1.0,7.0,63.5,174.0,510.0,"[(9, 84), (13, 17)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 84, 0, 0, 0, 17]"
harry-kane_2023/2024,145.0,32.68,221.0,30.0,23.0,9.0,316.3,484.0,1580.0,"[(5, 8), (4, 10)]","[0, 0, 0, 0, 10, 8, 0, 0, 0, 0, 0, 0, 0, 0]"
havard-nielsen_2021/2022,24.0,34.47,202.0,80.0,1.0,24.0,178.0,281.0,1027.0,"[(1, 55), (4, 32), (1, 11)]","[0, 66, 0, 0, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
havard-nordtveit_2019/2020,2.0,33.11,63.0,20.0,1.0,2.0,78.5,84.0,312.0,"[(4, 108), (1, 6), (5, 39)]","[0, 6, 0, 0, 108, 39, 0, 0, 0, 0, 0, 0, 0, 0]"
herbert-bockhorn_2021/2022,6.0,35.4,112.0,14.0,16.0,7.0,99.1,252.0,697.0,"[(13, 33)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33]"
hiroki-ito_2021/2022,12.0,34.73,213.0,60.0,6.0,20.0,260.2,463.0,1347.0,"[(2, 10)]","[0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
hiroki-ito_2022/2023,21.0,34.43,223.0,58.0,10.0,16.0,287.2,516.0,1475.0,"[(11, 4), (1, 3)]","[0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0]"
hiroki-ito_2023/2024,18.0,33.91,157.0,43.0,15.0,16.0,258.5,430.0,1203.0,"[(1, 35)]","[0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
hugo-ekitike_2023/2024,29.0,35.13,115.0,19.0,8.0,11.0,88.4,235.0,624.0,"[(1, 7)]","[0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
hugo-larsson_2023/2024,10.0,33.33,136.0,10.0,6.0,15.0,266.8,376.0,1841.0,"[(8, 14), (13, 19), (11, 7)]","[0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 7, 0, 19]"
iago_2019/2020,2.0,34.15,74.0,13.0,10.0,3.0,88.4,242.0,680.0,"[(3, 59)]","[0, 0, 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
iago_2020/2021,8.0,34.69,145.0,24.0,32.0,10.0,215.4,640.0,1592.0,"[(3, 11), (4, 70), (2, 10), (1, 17), (1, 77)]","[0, 94, 10, 11, 70, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
iago_2021/2022,12.0,35.35,230.0,30.0,74.0,18.0,278.6,889.0,2161.0,"[(1, 17), (7, 18), (9, 25)]","[0, 17, 0, 0, 0, 0, 0, 18, 0, 25, 0, 0, 0, 0]"
iago_2022/2023,10.0,34.51,156.0,24.0,34.0,12.0,203.5,624.0,1497.0,"[(1, 68), (4, 45), (13, 10), (1, 7)]","[0, 75, 0, 0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 10]"
iago_2023/2024,18.0,34.82,190.0,20.0,32.0,14.0,214.0,637.0,1573.0,"[(4, 35), (13, 16)]","[0, 0, 0, 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 16]"
ian-maatsen_2023/2024,12.0,35.05,112.0,2.0,19.0,20.0,155.3,372.0,982.0,"[(11, 2)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0]"
